gcmtid,snr_r,snr_t,snr_z,allsnr_r,allsnr_t,allsnr_z,count
200908171011A,15.725013586291317,13.841980293757635,19.57475850673193,12847.336100000006,11308.897899999987,15992.577699999985,817
200908221318A,2.766352375690607,1.655121104972375,,2503.5488999999993,1497.8845999999994,,905
200908240526A,3.085853347969267,1.1539622392974767,,2811.212400000002,1051.2596000000012,,911
200908262220A,3.2089256097560983,1.924949223946786,,2894.4509000000007,1736.304200000001,,902
200908280152A,15.17828419203746,10.66756615925058,17.112860421545662,12962.25469999999,9110.101499999995,14614.382799999996,854
200909031326A,8.169019244391968,1.5601443919716644,10.72111558441559,6919.1592999999975,1321.4422999999997,9080.784900000006,847
200909031951A,7.916867668269225,3.073578245192307,12.451754927884629,6586.833899999995,2557.2170999999994,10359.86010000001,832
200909112057A,2.2404423423423423,1.7293462462462448,4.093745045045045,1492.1345999999999,1151.744599999999,2726.4342,666
200909180624A,12.446896467391309,11.824409374999997,19.07280135869565,9160.915800000002,8702.765299999997,14037.581799999998,736
200909181153A,8.674361185983825,9.514566442048515,14.663118867924537,6436.375999999998,7059.808299999999,10880.034200000006,742
200909190854A,4.215266424242428,2.496745818181815,7.925587151515137,3477.5948000000026,2059.8152999999975,6538.6093999999875,825
200909210853A,9.589305673758872,7.989497754137109,15.543393853427887,8112.552600000006,6759.1150999999945,13149.711199999992,846
200909211938A,8.023012019826519,5.238240644361827,13.80985117719949,6474.5707,4227.260199999994,11144.549899999989,807
200909222259A,3.1418224113475186,0.9822419858156026,4.788549503546098,2214.9848000000006,692.4805999999999,3375.927399999999,705
200909281922A,11.292657793522263,10.538903744939278,,11157.145899999996,10412.436900000006,,988
200910031536A,4.191531782945741,3.667519534883723,8.23972,2703.5380000000027,2365.5501000000013,5314.6194000000005,645
200910031736A,12.090362291666656,9.864179895833344,18.895214479166658,11606.74779999999,9469.61270000001,18139.40589999999,960
200910041058A,9.032706765067648,3.7678840098400985,9.01629409594096,7343.590599999997,3063.2897000000003,7330.2471000000005,813
200910100842A,1.7555183639399001,0.29207312186978335,3.4421739565943255,1051.5555000000002,174.95180000000022,2061.862200000001,599
200910131015A,5.8699769879518024,4.026933012048193,12.640830963855429,4872.080899999996,3342.3544,10491.889700000005,830
200910182350A,4.317962844036693,2.299862385321103,8.206073088685015,2823.947699999997,1504.1100000000015,5366.7717999999995,654
200910232000B,3.70289256756757,3.3453106177606173,8.459197393822407,3836.1967000000027,3465.7418,8763.728500000014,1036
200910250617A,3.525666205837169,1.94886282642089,8.442569124423972,2295.208699999997,1268.7096999999994,5496.112500000006,651
200910262350A,2.0552058715596333,0.9396678899082582,3.0325682568807326,1120.0872000000002,512.1190000000007,1652.7496999999994,545
200910291700A,3.2364052833813686,2.1392841498559094,5.352959173871272,3369.0979000000048,2226.9948000000018,5572.430499999994,1041
200910300703A,13.788511377870572,11.30520354906055,18.65278778705635,13209.393900000008,10830.385000000007,17869.370699999985,958
200911022135A,4.279228223495699,4.99534641833811,9.62852435530086,2986.9012999999977,3486.751800000001,6720.71,698
200911031803A,2.3742532942898986,0.7059175695461206,5.804056661786244,1621.6150000000007,482.14170000000036,3964.1707000000047,683
200911040621A,2.642943429487181,1.7026004807692323,7.037699198717949,1649.196700000001,1062.422700000001,4391.5243,624
200911042156A,3.4810680851063838,2.988174062816618,5.469103444782163,3435.8142000000007,2949.327800000002,5398.005099999995,987
200911050932A,6.728840635268344,6.098855859802842,12.676293209200464,6143.431499999998,5568.255399999995,11573.455700000024,913
200911051134A,2.5954931034482778,2.430318549346017,6.400848038049952,2182.8097000000016,2043.8979000000002,5383.11320000001,841
200911111348A,8.809900582241628,8.532853566229996,16.900003930131003,6052.4016999999985,5862.070400000007,11610.302699999998,687
200911170039A,1.9133961864406785,0.9816046610169499,3.0177508474576262,903.1230000000003,463.31740000000036,1424.3783999999996,472
200911281810A,10.043672586412383,9.745505840286064,15.88342383790226,8426.641299999988,8176.479400000008,13326.192599999997,839
200911292009A,6.7343188965517236,6.120080965517233,13.659962620689669,4882.3812,4437.058699999994,9903.47290000001,725
200912011611A,1.5657778584392024,0.7865451905626129,4.000982395644289,862.7436000000005,433.3863999999997,2204.5413000000035,551
200912020614A,2.2434001579778826,0.8207985781990517,5.142419589257502,1420.0722999999996,519.5654999999997,3255.151599999999,633
200912100230A,6.544244874715263,1.789780296127562,9.435854100227786,5745.847000000001,1571.4270999999994,8284.679899999996,878
200912101506A,2.8087787925696612,1.5783490712074304,6.276576780185762,1814.4711000000011,1019.6135,4054.6686000000022,646
200912172041A,1.3543192647058815,-0.06541632352941172,0.5404661764705887,920.9370999999994,-44.48309999999997,367.51700000000034,680
200912191302A,14.343860290827736,9.822450447427293,20.20313780760628,12823.411099999996,8781.270700000001,18061.605200000013,894
200912240023A,5.91324502369668,2.171923507109005,8.979445023696679,6238.473499999997,2291.3793000000005,9473.314499999997,1055
200912260509A,3.3888845151953646,2.697030824891465,9.538912156295217,2341.719199999997,1863.6483000000026,6591.388299999995,691
200912280012A,1.665070406504067,0.4986640650406503,3.2322052032520316,1024.018300000001,306.67839999999995,1987.8061999999995,615
200912290901A,4.040720855614973,1.8873263368983986,8.671206951871664,3022.4592,1411.720100000002,6486.062800000004,748
200912292214A,2.4536155223880596,1.7023934328358197,6.868496567164176,1643.9224,1140.6035999999992,4601.892699999998,670
200912300748A,2.0049100649350646,0.8960818181818185,4.281178409090907,1235.0245999999997,551.9864000000002,2637.2058999999986,616
200912301117A,3.7728287921348342,2.832632584269663,9.11943019662922,2686.254100000002,2016.8344000000002,6493.034300000006,712
201001020845A,11.789889892183288,7.980762803234501,18.98533544474394,8748.0983,5921.726,14087.118900000003,742
201001081214A,2.900173913043478,1.8493615384615358,5.949552341137127,1734.3039999999996,1105.9181999999985,3557.8323000000023,598
201001141403A,10.046817099863198,7.340755403556773,18.196792065663466,7344.223299999998,5366.092200000001,13301.854999999994,731
201001141846A,1.6609316023738874,0.5858847181008904,2.8428044510385746,1119.4679,394.8863000000001,1916.0501999999992,674
201001151108A,2.9140461716937365,0.4814624129930393,3.8715946635730876,2511.907800000001,415.0205999999999,3337.3146000000015,862
201001170604A,5.0528996470588226,3.739757999999995,11.810495411764693,4294.9646999999995,3178.7942999999955,10038.921099999989,850
201001210202A,4.439496855345913,3.357410691823898,9.63533286163521,2823.520000000001,2135.313199999999,6128.071699999993,636
201001250715A,3.5978225584594195,2.607491196698761,9.603061760660248,2615.616999999998,1895.646099999999,6981.4259,727
201001271849A,5.8269744498777545,6.0817378973105205,7.04011943765281,4766.465100000003,4974.861600000006,5758.817699999999,818
201002050648A,3.952336185133237,2.5949410939691453,6.625563113604495,2818.015699999998,1850.1930000000004,4724.026500000005,713
201002060444A,7.4030136191677185,4.969810340479193,17.81130643127368,5870.589800000001,3941.0596,14124.366000000029,793
201002070610A,13.04891207983192,10.63634002100839,18.38406764705881,12422.564299999987,10125.795699999988,17501.632399999988,952
201002151015A,1.408050772200772,0.7392459459459461,3.877820463320463,729.3702999999999,382.92940000000004,2008.711,518
201002180113A,8.700524668705416,-1.8185641182466867,9.455207339449542,8535.214700000013,-1784.0113999999996,9275.5584,981
201002220521A,4.575282901554402,2.969858549222802,11.484307772020712,3532.118399999999,2292.730800000003,8865.885599999989,772
201002260107A,6.35441005586592,4.480313407821227,14.48182681564246,1137.4393999999995,801.9760999999996,2592.2470000000003,179
201002260837A,3.8940744149765987,2.4857767550702032,8.56875709828392,2496.1016999999997,1593.3829000000003,5492.573299999992,641
201002261618B,1.972140035587186,1.157211921708185,5.0227375444839915,1108.3426999999986,650.3531,2822.778500000003,562
201002262031A,18.02388235294117,13.458612981744428,19.765864198782975,17771.54799999999,13270.192400000007,19489.142100000012,986
201002280817A,3.486945403587445,4.762831502242152,5.871459529147989,3110.355300000001,4248.445699999999,5237.341900000007,892
201002282207A,1.7587500794912567,0.8755182829888716,1.7562923688394245,1106.2538000000004,550.7010000000002,1104.707899999998,629
201003020251A,8.734740727699549,9.236292723004683,14.909038615023482,7441.999100000016,7869.32139999999,12702.500900000006,852
201003040018A,15.600052348993266,12.186933668903803,22.392626845637587,13946.44679999998,10895.1187,20019.008400000002,894
201003061331A,5.059757556675065,3.316676826196471,11.679854282115862,4017.447500000002,2633.441399999998,9273.804299999994,794
201003061723A,2.829425579150582,1.3789262548262529,6.617099324324321,2931.284900000003,1428.567599999998,6855.314899999997,1036
201003080947A,3.68337525325615,1.1115432706222876,7.542654413892907,2545.2122999999997,768.0764000000007,5211.974199999999,691
201003122319A,3.6322530150753773,1.6456942211055303,7.765819346733667,2891.2734000000005,1309.972600000002,6181.592199999999,796
201003131246A,3.8868896341463475,1.2296856097560964,9.315592560975604,3187.249500000005,1008.3421999999991,7638.785899999996,820
201003140808A,13.540934696016771,10.298383333333334,17.328333857442345,12918.0517,9824.6577,16531.230499999998,954
201003150935A,4.462514163498101,3.845983174904943,9.937081083650181,4694.564900000002,4045.9743,10453.80929999999,1052
201003160944A,7.978265118679055,7.914791434468519,15.873295046439615,7730.938900000005,7669.432899999995,15381.222899999988,969
201003190930A,3.8254048179871503,2.526317130620986,10.09867580299786,3572.9280999999983,2359.5802000000012,9432.1632,934
201003221958A,9.627557869822486,5.799228757396446,15.952977041420112,8135.286400000001,4900.348299999997,13480.265599999995,845
201003240206A,7.451759865470842,8.891529372197303,14.197531053811668,6646.969799999991,7931.244199999995,12664.197700000008,892
201003240244A,4.01731936989498,5.4237992998833136,6.782038273045509,3442.842699999998,4648.196,5812.206800000001,857
201003250529A,7.7512669421487566,5.512227154663528,15.773054309327042,6565.323099999997,4668.856400000009,13359.777000000006,847
201003300102A,6.509249946865032,4.731993304994688,11.83481381509034,6125.204199999996,4452.805700000002,11136.55980000001,941
201003301654A,19.50268120045302,13.589345753114385,22.88303069082674,17220.867500000015,11999.392300000001,20205.716100000012,883
201004132349A,18.191309179265666,13.912650755939527,20.560333477321798,16845.152300000005,12883.114600000003,19038.868799999986,926
201004140125A,6.037039125683063,8.375417923497272,10.866575409836068,5523.890800000003,7663.507400000004,9942.916500000003,915
201004230646A,1.2470260473588344,0.3340080145719491,4.311859562841528,684.6173000000001,183.37040000000007,2367.210899999999,549
201004260259A,12.31662738990333,9.848671643394207,16.37240021482276,11466.7801,9169.113300000006,15242.704599999992,931
201004272022A,4.000157904761909,3.654666000000002,6.274596857142848,4200.165800000004,3837.399300000002,6588.3266999999905,1050
201005012357A,3.036802131782946,1.307546511627908,6.081443410852716,1566.9899000000003,674.6940000000005,3138.024800000001,516
201005031027A,9.08480394889663,4.562708013937274,14.24359314750288,7822.016199999998,3928.4915999999935,12263.733699999979,861
201005260853A,12.911155794871794,9.574950666666663,16.259988102564133,12588.3769,9335.576899999996,15853.48840000003,975
201005290230A,9.366492102335938,10.436161512791998,16.05896129032258,8420.476400000009,9382.109200000006,14437.006199999998,899
201005311016A,11.412043766937657,9.345911382113824,16.89790840108401,8422.08829999999,6897.282600000002,12470.656399999998,738
201005311951A,16.518215807962516,8.043637002341923,19.231576697892265,14106.556299999987,6869.266000000001,16423.766499999994,854
201006030535A,5.165468896713618,5.996899413145537,10.716813615023469,4400.979500000002,5109.358299999998,9130.725199999995,852
201006050522A,2.438234235453314,1.3961572395128568,8.737201353179985,1801.855099999999,1031.760200000001,6456.791800000009,739
201006100213A,4.5510821480406385,3.6917400580551494,8.971505370101605,3135.6956,2543.608899999998,6181.367200000006,689
201006111637A,9.006542246642237,6.798810622710631,13.612431990231997,7376.358099999992,5568.225900000007,11148.581800000005,819
201006111658A,2.747150122249388,2.5022866748166264,3.2070188264058617,2247.1687999999995,2046.8705000000004,2623.341399999995,818
201006130332A,7.870885518814141,6.722132497149375,13.905095895096938,6902.766600000002,5895.310200000002,12194.769100000014,877
201006180223A,12.64682186098654,10.05896188340807,,11280.965099999994,8972.594,,892
201006182309A,13.928387588652482,14.144032860520106,19.91978368794328,11783.4159,11965.85180000001,16852.137000000013,846
201006272103A,2.3645812307692307,1.2806826153846136,3.6682575384615395,1536.9778,832.4436999999989,2384.3674000000005,650
201006281207A,9.66609885452462,6.469479954180981,15.775250973654074,8438.504299999993,5647.855999999996,13771.794100000006,873
201007040521A,1.6329588723051423,1.0017207296849098,2.39749552238806,984.6742000000008,604.0376000000006,1445.6898,603
201007042155A,14.490342462845005,11.471810934182571,18.240012632696413,13649.902599999994,10806.445899999982,17182.09190000002,942
201007090041A,3.7935813314037627,1.9854244573082476,4.941161360347323,2621.3647,1371.9282999999991,3414.3424999999997,691
201007100539A,3.1415642504118577,1.8984054365733103,7.830336738055999,1906.9294999999977,1152.3320999999994,4753.014399999992,607
201007121653A,1.719304777070061,0.7515401273885353,2.109244585987262,1079.7233999999983,471.96720000000016,1324.6056000000005,628
201007232208A,14.511652843137258,8.460223333333332,15.027872843137263,14801.885900000003,8629.427799999998,15328.430300000009,1020
201007232251A,21.130127941176458,12.831275,20.63898274509801,21552.730499999987,13087.9005,21051.76239999997,1020
201007232315A,8.345883251714017,0.6395071498530841,6.339508912830566,8521.146800000011,652.9367999999988,6472.638600000008,1021
201007240535A,3.9506662665065995,3.3796279711884725,4.909543337334933,3290.9049999999975,2815.2300999999975,4089.649599999999,833
201007250818A,2.7659202213279683,1.3416397384305818,2.5029778672032195,2749.3247000000006,1333.5898999999984,2487.96,994
201007251257A,2.9353748007968115,3.374543525896413,6.433623804780877,2947.116299999999,3388.041699999999,6459.358300000001,1004
201007262306A,4.68633853118712,3.506038631790742,6.659435714285722,4658.220499999998,3485.0023999999976,6619.479100000008,994
201007290731A,10.622232809430267,5.3039144400785805,12.718937721021605,10813.433000000012,5399.384899999995,12947.878599999995,1018
201007302043A,3.424364558232936,1.8703881526104433,3.5585835341365457,3410.667100000004,1862.9066000000016,3544.3491999999997,996
201008071604A,3.3429380574826544,1.5944864222001984,4.3057285431119885,3373.024499999998,1608.8368000000003,4344.480099999996,1009
201008130133A,3.3210203574975177,2.097137437934459,3.628492452830193,3344.2675000000004,2111.8174000000004,3653.891900000004,1007
201008140730A,17.053812954545432,9.478204545454549,23.92387999999998,7503.677699999989,4170.410000000002,10526.507199999991,440
201008142301A,18.394921327967808,11.009051710261575,20.111770623742434,9142.2759,5471.498700000003,9995.54999999999,497
201008181628A,18.06778626609443,9.344578755364815,22.01085729613736,8419.588400000004,4354.573700000004,10257.05950000001,466
201008182333A,4.003679597989951,2.1272890452261293,3.982389547738692,3983.661200000001,2116.6525999999985,3962.477599999999,995
201008230108A,4.435560923076924,2.6297852307692313,8.470392615384611,1441.5573000000002,854.6802000000002,2752.8775999999984,325
201008242048A,2.2783366834170855,1.30187025125628,2.572644723618091,2266.945,1295.3608999999988,2559.7815000000005,995
201008261508B,3.1837980769230754,1.1340950404858305,4.096838461538459,3145.5924999999984,1120.4859000000006,4047.6763999999976,988
201008312116A,2.842223665659619,1.5905162134944621,2.561128902316214,2822.328100000002,1579.3826000000008,2543.2010000000005,993
201010050826A,2.431876758409785,1.0188757390417935,2.111092252803264,2385.671099999999,999.5170999999993,2070.9815000000017,981
201010141358A,6.113061645193264,4.023408919722497,12.21064509415265,6168.079200000004,4059.6196,12320.540900000024,1009
201010301906A,3.7479053658536623,2.273871317073171,6.929336975609752,3841.6030000000037,2330.7181000000005,7102.570399999996,1025
201011021810A,2.2564280273437487,1.2064922851562523,3.7186384765625005,2310.5822999999987,1235.4481000000023,3807.8858000000005,1024
201011051640A,10.910352485659642,11.184274474187378,18.46562724665392,11412.228699999985,11698.751099999998,19315.0461,1046
201011071926A,3.7845373083475278,2.8429580919931827,7.90330868824531,2221.5233999999987,1668.8163999999983,4639.242199999997,587
201011101030A,4.8451711330049205,3.7831379310344855,9.437967389162548,4917.848699999994,3839.885000000003,9579.536899999986,1015
201011300324A,5.919732199546491,1.2367047619047615,8.5121799319728,5221.203800000005,1090.7735999999998,7507.74270000001,882
201012181402A,2.709996511627909,1.5353988372093057,5.873151937984496,2796.7164000000025,1584.5316000000034,6061.0928,1032
201012222149A,11.837737980085361,8.798239544807956,15.736362304409681,8321.929800000009,6185.162399999993,11062.662700000006,703
201012250555A,2.860097423664122,1.4540722328244278,6.5854727099236685,2997.3821,1523.8677000000002,6901.575400000004,1048
201012251141A,2.5096927745664765,1.2930008670520234,3.282792292870909,2605.0611000000026,1342.1349000000002,3407.5384000000035,1038
201101122132A,5.9522331381733045,0.31418770491803266,8.126079976580796,5083.207100000002,268.3162999999999,6939.672299999999,854
201101291238A,2.5047364864864874,0.6299054054054049,,2594.907000000001,652.5819999999994,,1036
201102041353A,11.497011176470586,5.622766117647059,16.70353317647059,9772.459499999999,4779.3512,14198.003200000001,850
201102100535A,3.739674007220215,5.544799879663055,8.98585246690734,3107.6690999999987,4607.728699999999,7467.2434,831
201102220210A,2.5023508072174705,1.6370969610636292,,2634.9753999999966,1723.8631000000016,,1053
201102221409A,3.5309856868395846,2.6240733909702194,,3675.7561000000073,2731.6603999999984,,1041
201102232214A,4.910056936416187,2.4758897880539523,,5096.639100000002,2569.9736000000025,,1038
201103111859A,7.481262457337883,8.81172730375427,9.230546871444819,6576.029699999999,7745.508300000003,8113.6506999999965,879
201103121146A,4.2665296875,4.175271582031255,,4368.9264,4275.478100000005,,1024
201103140652A,1.7049422480620173,0.7292746124031007,,1759.500400000002,752.6113999999999,,1032
201103161712A,3.1191097181729797,3.482664528668606,,3209.563899999996,3583.6617999999958,,1029
